Id. Parada,Cod. Via / Cod. Vía,Num. Portal,Suprimida,Denominació / Denominación,Línies / Líneas,Proximas_llegadas,geo_shape,geo_point_2d,geometry,latitud,longitud,hora_descarga
1061.0,56490.0,58,0,Pere Cabanes - Sant Doménec Savio (1061),12,  C.Art.Faller - 5 min.   C.Art.Faller - 23 min.,"{""coordinates"": [-0.3753286315220565, 39.494984979652976], ""type"": ""Point""}","39.494984979652976, -0.3753286315220565",POINT (-0.3753286315220565 39.49498497965298),39.494984979652976,-0.3753286315220565,16:12:07
1020.0,58710.0,14 (DAVANT JARDÍ VIA CENTRAL),0,Albereda (1020),"11,16,26,6,70,94,95,N10",  Campanar - 2 min.   Tres Creus - 3 min.   Els Orriols - 4 min.   Torrefiel - 4 min.   Vinalesa - 7 min.   Tres Creus - 8 min.   Torrefiel - 11 min.   Els Orriols - 13 min.   Alboraia - 13 min.   Vinalesa - 13 min.   Campanar - 19 min.   Moncada - 21 min.   Alboraia - 24 min.   Est.Autobusos - 33 min.   Moncada - 44 min.,"{""coordinates"": [-0.3648410986066368, 39.47400415698762], ""type"": ""Point""}","39.47400415698762, -0.3648410986066368",POINT (-0.3648410986066368 39.47400415698762),39.47400415698762,-0.3648410986066368,16:12:07
60.0,44960.0,18,0,Pont de les Drassanes (60),"30,4,95,N8",  Tres Creus - 3 min.   Natzaret - 9 min.   Tres Creus - 17 min.   Natzaret - 17 min.   Natzaret - 20 min.   Natzaret - 58 min.,"{""coordinates"": [-0.3306578542809831, 39.454493936024], ""type"": ""Point""}","39.454493936024, -0.3306578542809831",POINT (-0.3306578542809831 39.454493936024),39.454493936024,-0.3306578542809831,16:12:07
1132.0,51570.0,1 (DAVANT),0,Músic Espí - Gravador Fabregat (1132),12,  Pl. America - 3 min.   Pl. America - 18 min.,"{""coordinates"": [-0.37419823294838145, 39.49696940247059], ""type"": ""Point""}","39.49696940247059, -0.37419823294838145",POINT (-0.3741982329483814 39.49696940247059),39.49696940247059,-0.37419823294838145,16:12:07
1364.0,38670.0,102,0,Regne de València (parell) - Alcalde Reig (1364),40,  Universitats - 6 min.   Universitats - 20 min.,"{""coordinates"": [-0.36086181805791945, 39.46205693155921], ""type"": ""Point""}","39.46205693155921, -0.36086181805791945",POINT (-0.3608618180579194 39.46205693155921),39.46205693155921,-0.36086181805791945,16:12:07
1050.0,47580.0,4,0,Mediterrània - Vicent Brull (1050),32,  Pass. Marítim - 12 min.   Pass. Marítim - 21 min.,"{""coordinates"": [-0.3316997530922244, 39.46777853698485], ""type"": ""Point""}","39.46777853698485, -0.3316997530922244",POINT (-0.3316997530922244 39.46777853698485),39.46777853698485,-0.3316997530922244,16:12:07
1060.0,56490.0,10,0,Pere Cabanes - Mont Carmel (1060),12,  C.Art.Faller - 4 min.   C.Art.Faller - 21 min.,"{""coordinates"": [-0.3727853060063415, 39.49542320736504], ""type"": ""Point""}","39.49542320736504, -0.3727853060063415",POINT (-0.3727853060063415 39.49542320736504),39.49542320736504,-0.3727853060063415,16:12:07
1083.0,81310.0,25,0,Aragó (1083),"10,12,80,93,N1",  Av. Cid - 3 min.   Pl. America - 5 min.   Av. Cid - 9 min.   Sant Marcel.li - 10 min.   Pl. Espanya - 11 min.   Sant Marcel.li - 22 min.   Pl. America - 22 min.   Pl. Espanya - 27 min.,"{""coordinates"": [-0.3578193955924653, 39.47279886321418], ""type"": ""Point""}","39.47279886321418, -0.3578193955924653",POINT (-0.3578193955924653 39.47279886321418),39.47279886321418,-0.3578193955924653,16:12:07
1091.0,44460.0,60,0,Malilla (parell) - Bernat Descoll (1091),"18,8,N7",  Hosp. Dr.Peset - 4 min.   Hosp. La Fe - 11 min.   Hosp. Dr.Peset - 17 min.   Hosp. La Fe - 24 min.,"{""coordinates"": [-0.37931285280063226, 39.4504876932916], ""type"": ""Point""}","39.4504876932916, -0.37931285280063226",POINT (-0.3793128528006323 39.4504876932916),39.4504876932916,-0.37931285280063226,16:12:07
1111.0,24420.0,52,0,Dr. Manuel Candela (parell) - Sants Just i Pastor (1111),"30,40",  Universitats - 5 min.   Universitats - 15 min.   Hosp. Clinic - 19 min.   Hosp. Clinic - 59 min.,"{""coordinates"": [-0.3491019861573594, 39.47036868159782], ""type"": ""Point""}","39.47036868159782, -0.3491019861573594",POINT (-0.3491019861573594 39.47036868159782),39.47036868159782,-0.3491019861573594,16:12:07
1678.0,14730.0,76,0,Cardenal Benlloch - Sants Just i Pastor (1678),"18,89",  La Fe - 9 min.   Universitats - 12 min.   La Fe - 15 min.   Universitats - 30 min.,"{""coordinates"": [-0.3538671785622053, 39.472140924152086], ""type"": ""Point""}","39.472140924152086, -0.3538671785622053",POINT (-0.3538671785622053 39.47214092415209),39.472140924152086,-0.3538671785622053,16:12:07
1684.0,53640.0,138,0,Dr. Peset Aleixandre - Av. de Burjassot (1684),"60,64,89",  La Fe - Próximo   Est.del Nord - 6 min.   Hosp. La Fe - 7 min.   La Fe - 12 min.   Est.del Nord - 19 min.   Hosp. La Fe - 20 min.,"{""coordinates"": [-0.3885702988290171, 39.48893284987757], ""type"": ""Point""}","39.48893284987757, -0.3885702988290171",POINT (-0.3885702988290171 39.48893284987757),39.48893284987757,-0.3885702988290171,16:12:07
1764.0,37650.0,14 (DAVANT),0,Jacinto Benavente - Palau de la Música (1764),"24,25,95",  Pta.de la Mar - 8 min.   Tres Creus - 15 min.   Tres Creus - 25 min.   Est.Autobusos - 25 min.   Pta.de la Mar - 30 min.   Pta.de la Mar - 55 min.,"{""coordinates"": [-0.3625584170618676, 39.466837752458325], ""type"": ""Point""}","39.466837752458325, -0.3625584170618676",POINT (-0.3625584170618676 39.46683775245832),39.466837752458325,-0.3625584170618676,16:12:07
1744.0,58710.0,DAVANT TORRE FRANÇA,0,Albereda (riu) - L'Hemisfèric (1744),94,  Av. França - 15 min.   Av. França - 32 min.,"{""coordinates"": [-0.35296214133206477, 39.45943549573665], ""type"": ""Point""}","39.45943549573665, -0.35296214133206477",POINT (-0.3529621413320648 39.45943549573665),39.45943549573665,-0.35296214133206477,16:12:07
1752.0,81159.0,S/N (DAVANT 28 ACC.),0,Fausto Elio (imparell) - Universitat Politècnica (1752),99,  P. Congressos - 2 min.   P. Congressos - 15 min.,"{""coordinates"": [-0.3330040788767707, 39.47921095703307], ""type"": ""Point""}","39.47921095703307, -0.3330040788767707",POINT (-0.3330040788767707 39.47921095703307),39.47921095703307,-0.3330040788767707,16:12:07
1748.0,71130.0,12,0,Marítim - Serradora (1748),99,  La Malva-rosa - Próximo   La Malva-rosa - 13 min.,"{""coordinates"": [-0.336123890213226, 39.46401999477247], ""type"": ""Point""}","39.46401999477247, -0.336123890213226",POINT (-0.336123890213226 39.46401999477247),39.46401999477247,-0.336123890213226,16:12:07
1769.0,,IMPAR,0,la Murta (imparell) - Cementeri (1769),"14,9",  Forn d'Alcedo - 5 min.   Forn d'Alcedo - 16 min.   Cast/F.Alcedo - 22 min.   Cast/F.Alcedo - 52 min.,"{""coordinates"": [-0.3780329532518725, 39.42507766761667], ""type"": ""Point""}","39.42507766761667, -0.3780329532518725",POINT (-0.3780329532518725 39.42507766761667),39.42507766761667,-0.3780329532518725,16:12:07
1839.0,25980.0,24,0,Orriols (1839),"11,12",  Pl. America - 7 min.   Patraix - 10 min.   Patraix - 20 min.   Pl. America - 22 min.,"{""coordinates"": [-0.3683987623827159, 39.492895232988744], ""type"": ""Point""}","39.492895232988744, -0.3683987623827159",POINT (-0.3683987623827159 39.49289523298874),39.492895232988744,-0.3683987623827159,16:12:07
1843.0,25980.0,43 AC,0,Duc de Mandas - Alfahuir (1843),12,  C.Art.Faller - 16 min.   C.Art.Faller - 32 min.,"{""coordinates"": [-0.36596017475283515, 39.49124313886046], ""type"": ""Point""}","39.49124313886046, -0.36596017475283515",POINT (-0.3659601747528352 39.49124313886046),39.49124313886046,-0.36596017475283515,16:12:07
1897.0,42340.0,10 ACC,0,Tarongers - Facultat d'Economia (1897),"93,98",  Pass. Marítim - 3 min.   Est. Cabanyal - 13 min.   Pass. Marítim - 13 min.   Est. Cabanyal - 28 min.,"{""coordinates"": [-0.3400360091248547, 39.47811546383158], ""type"": ""Point""}","39.47811546383158, -0.3400360091248547",POINT (-0.3400360091248547 39.47811546383158),39.47811546383158,-0.3400360091248547,16:12:07
137.0,70620.0,27,0,Amistat (137),32,  Est.del Nord - 3 min.   Est.del Nord - 15 min.,"{""coordinates"": [-0.34984508290223554, 39.47030864145061], ""type"": ""Point""}","39.47030864145061, -0.34984508290223554",POINT (-0.3498450829022355 39.47030864145061),39.47030864145061,-0.34984508290223554,16:12:07
1663.0,1710.0,6 (DAVANT),0,Alcalde Reig - Pont del Regne (1663),"15,24,25,95",  Pta.de la Mar - 5 min.   Tres Creus - 12 min.   Tres Creus - 22 min.   Est.Autobusos - 23 min.   Pta.de la Mar - 28 min.   Pta.de la Mar - 52 min.,"{""coordinates"": [-0.3601325706808689, 39.46180729364421], ""type"": ""Point""}","39.46180729364421, -0.3601325706808689",POINT (-0.3601325706808689 39.46180729364421),39.46180729364421,-0.3601325706808689,16:12:07
1613.0,39870.0,S/N (VERJA PORT),0,Comissaria Policia - Marítim (1613),"95,N9",  La Marina - 15 min.   La Marina - 18 min.,"{""coordinates"": [-0.32840977125759957, 39.46290421170919], ""type"": ""Point""}","39.46290421170919, -0.32840977125759957",POINT (-0.3284097712575996 39.46290421170919),39.46290421170919,-0.32840977125759957,16:12:07
1675.0,72030.0,37,0,Sueca - Puerto Rico (1675),"7,N7",  Mercat Central - 9 min.   Mercat Central - 23 min.,"{""coordinates"": [-0.3749131002455176, 39.46134631860045], ""type"": ""Point""}","39.46134631860045, -0.3749131002455176",POINT (-0.3749131002455176 39.46134631860045),39.46134631860045,-0.3749131002455176,16:12:07
1679.0,61410.0,151,0,Primat Reig - Conca Tramoyeres (1679),"89,98,N2",  La Fe - 5 min.   Av. Cid - 11 min.   La Fe - 24 min.   Av. Cid - 29 min.,"{""coordinates"": [-0.36047455375419435, 39.48228468690356], ""type"": ""Point""}","39.48228468690356, -0.36047455375419435",POINT (-0.3604745537541943 39.48228468690356),39.48228468690356,-0.36047455375419435,16:12:07
2005.0,45180.0,17 ACC.,0,Marconi - Barri de la Llum (2005),71,  Universitats - 11 min.   Universitats - 20 min.,"{""coordinates"": [-0.4144577719427557, 39.46747790499429], ""type"": ""Point""}","39.46747790499429, -0.4144577719427557",POINT (-0.4144577719427557 39.46747790499429),39.46747790499429,-0.4144577719427557,16:12:07
2006.0,54810.0,22 (DAVANT),0,Pare Esteban Pernet  - Centre Comercial (2006),71,  Universitats - 12 min.   Universitats - 21 min.,"{""coordinates"": [-0.4125941963771926, 39.46699042836268], ""type"": ""Point""}","39.46699042836268, -0.4125941963771926",POINT (-0.4125941963771926 39.46699042836268),39.46699042836268,-0.4125941963771926,16:12:07
951.0,,90,0,Cases de Bàrcena III - (951),16,  Vinalesa - 5 min.   Vinalesa - 12 min.,"{""coordinates"": [-0.35731065632540976, 39.522340052226276], ""type"": ""Point""}","39.522340052226276, -0.35731065632540976",POINT (-0.3573106563254098 39.52234005222628),39.522340052226276,-0.35731065632540976,16:12:07
2128.0,30210.0,11,0,Filipines - Puerto Rico (2128),8,  Pta.de la Mar - 3 min.   Pta.de la Mar - 15 min.,"{""coordinates"": [-0.37822075323830884, 39.46056435368899], ""type"": ""Point""}","39.46056435368899, -0.37822075323830884",POINT (-0.3782207532383088 39.46056435368899),39.46056435368899,-0.37822075323830884,16:12:07
1696.0,33900.0,28,0,Jesús (1696),64,  Ed. Bosca - Próximo   Hosp. La Fe - 5 min.   Ed. Bosca - 7 min.   Hosp. La Fe - 20 min.,"{""coordinates"": [-0.3846089907321853, 39.45907853140179], ""type"": ""Point""}","39.45907853140179, -0.3846089907321853",POINT (-0.3846089907321853 39.45907853140179),39.45907853140179,-0.3846089907321853,16:12:07
1716.0,30000.0,53,0,Ferran el Catòlic - S. Ignacio de Loyola (1716),"60,62,73",  Est.del Nord - 4 min.   Est.del Nord - 7 min.   Est.del Nord - 7 min.   Est.del Nord - 14 min.   Est.del Nord - 16 min.   Est.del Nord - 17 min.,"{""coordinates"": [-0.38802876056081637, 39.47411266191422], ""type"": ""Point""}","39.47411266191422, -0.38802876056081637",POINT (-0.3880287605608164 39.47411266191422),39.47411266191422,-0.38802876056081637,16:12:07
1745.0,58710.0,S/N (DAVANT 47),0,Albereda (riu) - Museu de les Ciències (1745),94,  Av. França - 16 min.   Av. França - 33 min.,"{""coordinates"": [-0.3502611281751168, 39.45757031587636], ""type"": ""Point""}","39.45757031587636, -0.3502611281751168",POINT (-0.3502611281751168 39.45757031587636),39.45757031587636,-0.3502611281751168,16:12:07
1766.0,35100.0,34,0,Teatre Micalet (1766),"11,28,C1",  C.Art.Faller - 3 min.   Cntr.Històric - 9 min.   C.Art.Faller - 11 min.   Els Orriols - 11 min.   Cntr.Històric - 17 min.   Els Orriols - 26 min.,"{""coordinates"": [-0.38356725372324885, 39.470921168887536], ""type"": ""Point""}","39.470921168887536, -0.38356725372324885",POINT (-0.3835672537232488 39.47092116888754),39.470921168887536,-0.38356725372324885,16:12:07
1773.0,81176.0,79 ACC,0,Doctor Álvaro López - Illa de Hierro (1773),99,  P. Congressos - 13 min.   P. Congressos - 23 min.,"{""coordinates"": [-0.3305380255434382, 39.482771422307145], ""type"": ""Point""}","39.482771422307145, -0.3305380255434382",POINT (-0.3305380255434382 39.48277142230715),39.482771422307145,-0.3305380255434382,16:12:07
1783.0,74400.0,5,0,Uruguai (imparell) - Jeroni Munyós (1783),"10,9",  Benimaclet - 8 min.   Est.del Nord - 8 min.   Est.del Nord - 13 min.   Benimaclet - 25 min.,"{""coordinates"": [-0.38595421453363876, 39.459732341925736], ""type"": ""Point""}","39.459732341925736, -0.38595421453363876",POINT (-0.3859542145336388 39.45973234192574),39.459732341925736,-0.38595421453363876,16:12:07
1805.0,20220.0,27,0,Mercat de Colón (1805),"13,40",  Pta.de la Mar - 7 min.   Est.del Nord - 10 min.   Pta.de la Mar - 21 min.   Est.del Nord - 23 min.,"{""coordinates"": [-0.36781283086423233, 39.46926220389207], ""type"": ""Point""}","39.46926220389207, -0.36781283086423233",POINT (-0.3678128308642323 39.46926220389207),39.46926220389207,-0.36781283086423233,16:12:07
1825.0,40200.0,45 ACC,0,Joan XXIII - Federico Alcacer Aguilar (1825),64,  Hosp. La Fe - Próximo   Hosp. La Fe - 14 min.,"{""coordinates"": [-0.3840975314338629, 39.49502166239837], ""type"": ""Point""}","39.49502166239837, -0.3840975314338629",POINT (-0.3840975314338629 39.49502166239837),39.49502166239837,-0.3840975314338629,16:12:07
1813.0,63780.0,20 ACC,0,Reus (1813),98,  Est. Cabanyal - 10 min.   Est. Cabanyal - 25 min.,"{""coordinates"": [-0.38280897029717603, 39.48572281620208], ""type"": ""Point""}","39.48572281620208, -0.38280897029717603",POINT (-0.382808970297176 39.48572281620208),39.48572281620208,-0.38280897029717603,16:12:07
1826.0,40200.0,3,0,Joan XXIII (imparell) - Félix del Río (1826),64,  Hosp. La Fe - 4 min.   Hosp. La Fe - 16 min.,"{""coordinates"": [-0.3824033616671084, 39.49053076657013], ""type"": ""Point""}","39.49053076657013, -0.3824033616671084",POINT (-0.3824033616671084 39.49053076657013),39.49053076657013,-0.3824033616671084,16:12:07
1836.0,81675.0,1,0,Federico Alcacer Aguilar - Joan XXIII (1836),"12,N10",  Pl. America - 14 min.   Pl. America - 32 min.,"{""coordinates"": [-0.38427544379526307, 39.49520803239022], ""type"": ""Point""}","39.49520803239022, -0.38427544379526307",POINT (-0.3842754437952631 39.49520803239022),39.49520803239022,-0.38427544379526307,16:12:07
1944.0,81628.0,S/N (CARRIL BUS),0,Bulevard Sud (parell) - Malilla (1944),"18,64,99",  Hosp. La Fe - Próximo   Universitats - 6 min.   La Malva-rosa - 8 min.   Hosp. La Fe - 12 min.   La Malva-rosa - 18 min.   Universitats - 26 min.,"{""coordinates"": [-0.38174999073067145, 39.44551562011186], ""type"": ""Point""}","39.44551562011186, -0.38174999073067145",POINT (-0.3817499907306715 39.44551562011186),39.44551562011186,-0.38174999073067145,16:12:07
1950.0,81456.0,1-3 (DAVANT),0,Illes Canàries (1950),35,  Est.del Nord - 8 min.   Est.del Nord - 22 min.,"{""coordinates"": [-0.34914716143815233, 39.463160710419906], ""type"": ""Point""}","39.463160710419906, -0.34914716143815233",POINT (-0.3491471614381523 39.46316071041991),39.463160710419906,-0.34914716143815233,16:12:07
1988.0,2250.0,42,0,Estadi Ciutat de València (1988),70,  Alboraia - 12 min.   Alboraia - 25 min.,"{""coordinates"": [-0.3625443736449209, 39.49101713643237], ""type"": ""Point""}","39.49101713643237, -0.3625443736449209",POINT (-0.3625443736449209 39.49101713643237),39.49101713643237,-0.3625443736449209,16:12:07
1999.0,73950.0,149 ACC.,0,Tres Forques - Casa Misericòrdia (1999),70,  Alboraia - 14 min.   Alboraia - 28 min.,"{""coordinates"": [-0.40878651711252634, 39.463113560942595], ""type"": ""Point""}","39.463113560942595, -0.40878651711252634",POINT (-0.4087865171125263 39.4631135609426),39.463113560942595,-0.40878651711252634,16:12:07
1784.0,14640.0,4 DUP,0,Carcaixent - Giorgeta (1784),10,  Sant Marcel.li - 3 min.   Sant Marcel.li - 18 min.,"{""coordinates"": [-0.38619695555616707, 39.460713574137095], ""type"": ""Point""}","39.460713574137095, -0.38619695555616707",POINT (-0.3861969555561671 39.4607135741371),39.460713574137095,-0.38619695555616707,16:12:07
1833.0,26460.0,S/N (JUNT.C/VERBENA),0,Centre de Salut Assutzena (1833),"12,N10",  Pl. America - 10 min.   Pl. America - 28 min.,"{""coordinates"": [-0.3907715436438417, 39.494067113924665], ""type"": ""Point""}","39.494067113924665, -0.3907715436438417",POINT (-0.3907715436438417 39.49406711392466),39.494067113924665,-0.3907715436438417,16:12:07
1837.0,64620.0,11,0,Riu Nervión - Riu Segre (1837),"12,N10",  Pl. America - 14 min.   Pl. America - 32 min.,"{""coordinates"": [-0.3821985883275548, 39.49565698533578], ""type"": ""Point""}","39.49565698533578, -0.3821985883275548",POINT (-0.3821985883275548 39.49565698533578),39.49565698533578,-0.3821985883275548,16:12:07
1963.0,13920.0,91,0,Club Nàutic (1963),15,  Cast/La Punta - 22 min.   Cast/F.Alcedo - 28 min.   Cast/La Punta - 58 min.,"{""coordinates"": [-0.3347437428105366, 39.42797378068089], ""type"": ""Point""}","39.42797378068089, -0.3347437428105366",POINT (-0.3347437428105366 39.42797378068089),39.42797378068089,-0.3347437428105366,16:12:07
1964.0,81628.0,S/N (CARRIL BUS),0,Hospital la Fe (1964),"64,8,99",  P. Congressos - 4 min.   Benicalap - 8 min.   P. Congressos - 18 min.   Benicalap - 19 min.,"{""coordinates"": [-0.37727491877543823, 39.44545305953772], ""type"": ""Point""}","39.44545305953772, -0.37727491877543823",POINT (-0.3772749187754382 39.44545305953772),39.44545305953772,-0.37727491877543823,16:12:07
2247.0,,56,0,IES La Patacona (2247),31,  La Patacona - 5 min.   La Patacona - 18 min.,"{""coordinates"": [-0.3253322064273052, 39.49314485999567], ""type"": ""Point""}","39.49314485999567, -0.3253322064273052",POINT (-0.3253322064273052 39.49314485999567),39.49314485999567,-0.3253322064273052,16:12:07
2248.0,,S/N,0,La Patacona (2248),31,  Poeta Querol - 8 min.   Poeta Querol - 18 min.,"{""coordinates"": [-0.32673020180904344, 39.492784956477635], ""type"": ""Point""}","39.492784956477635, -0.32673020180904344",POINT (-0.3267302018090434 39.49278495647764),39.492784956477635,-0.32673020180904344,16:12:07
2066.0,74730.0,65,0,Hospital 9 d'Octubre (2066),"67,98,99",  P. Congressos - Próximo   P. Congressos - 10 min.   Est. Cabanyal - 15 min.   Est.del Nord - 23 min.   Est. Cabanyal - 28 min.   Est.del Nord - 39 min.,"{""coordinates"": [-0.4028881788496154, 39.47846821234381], ""type"": ""Point""}","39.47846821234381, -0.4028881788496154",POINT (-0.4028881788496154 39.47846821234381),39.47846821234381,-0.4028881788496154,16:12:07
2189.0,32880.0,225,0,Gavines - Front Entrada Ventura (2189),25,  Pta.de la Mar - 12 min.   Pta.de la Mar - 45 min.,"{""coordinates"": [-0.28377364760449775, 39.2883832294227], ""type"": ""Point""}","39.2883832294227, -0.28377364760449775",POINT (-0.2837736476044977 39.2883832294227),39.2883832294227,-0.28377364760449775,16:12:07
2293.0,33480.0,60,0,Amado Granell Mesado (parell) - Arabista Ambrosio Huici (2293),"14,35,N9",  C.Arts i Cièn - Próximo   C.Arts i Cièn - 13 min.   Castellar - 13 min.   Castellar - 31 min.,"{""coordinates"": [-0.3626746350495243, 39.45552820643952], ""type"": ""Point""}","39.45552820643952, -0.3626746350495243",POINT (-0.3626746350495243 39.45552820643952),39.45552820643952,-0.3626746350495243,16:12:07
2299.0,33480.0,49,0,Amado Granell Mesado (imparell) - la Plata (2299),"35,N9",  Est.del Nord - Próximo   Est.del Nord - 12 min.,"{""coordinates"": [-0.3636648981759376, 39.45730474919964], ""type"": ""Point""}","39.45730474919964, -0.3636648981759376",POINT (-0.3636648981759376 39.45730474919964),39.45730474919964,-0.3636648981759376,16:12:07
2157.0,7590.0,104 ACC,0,Ausiàs March - Pianista Martínez Carrasco (2157),6,  Hosp. La Fe - 3 min.   Hosp. La Fe - 14 min.,"{""coordinates"": [-0.3695808725070024, 39.44755351039576], ""type"": ""Point""}","39.44755351039576, -0.3695808725070024",POINT (-0.3695808725070024 39.44755351039576),39.44755351039576,-0.3695808725070024,16:12:07
2161.0,,4,0,Mercat de Benimàmet (2161),"62,N3",  Est.del Nord - 9 min.   Est.del Nord - 23 min.,"{""coordinates"": [-0.41778512006137675, 39.49909246592208], ""type"": ""Point""}","39.49909246592208, -0.41778512006137675",POINT (-0.4177851200613767 39.49909246592208),39.49909246592208,-0.41778512006137675,16:12:07
2182.0,32880.0,FTE. 197,0,Gavines - Entrada Paridera (2182),25,  El Perelló - 27 min.,"{""coordinates"": [-0.28581504609478225, 39.29168933789484], ""type"": ""Point""}","39.29168933789484, -0.28581504609478225",POINT (-0.2858150460947823 39.29168933789484),39.29168933789484,-0.28581504609478225,16:12:07
2337.0,,83,0,País Valencià - Colón (2337),9,  Forn d'Alcedo - Próximo   Forn d'Alcedo - 12 min.,"{""coordinates"": [-0.38497613370518974, 39.4278676053088], ""type"": ""Point""}","39.4278676053088, -0.38497613370518974",POINT (-0.3849761337051897 39.4278676053088),39.4278676053088,-0.38497613370518974,16:12:07
2043.0,81672.0,S/N,0,Àgora (2043),"15,95",  La Marina - Próximo   La Marina - 4 min.,"{""coordinates"": [-0.35036470025827715, 39.452904489979694], ""type"": ""Point""}","39.452904489979694, -0.35036470025827715",POINT (-0.3503647002582772 39.45290448997969),39.452904489979694,-0.35036470025827715,16:12:07
2187.0,32880.0,289,0,Gavines - Bitàcora (2187),25,  Pta.de la Mar - 10 min.   Pta.de la Mar - 43 min.,"{""coordinates"": [-0.2799527151621057, 39.281796902694346], ""type"": ""Point""}","39.281796902694346, -0.2799527151621057",POINT (-0.2799527151621057 39.28179690269435),39.281796902694346,-0.2799527151621057,16:12:07
2185.0,32880.0,FTE. 283,0,Gavines - Entrada a la Baixada del Pantà (2185),25,  El Perelló - 29 min.,"{""coordinates"": [-0.2801268471392566, 39.28178947794833], ""type"": ""Point""}","39.28178947794833, -0.2801268471392566",POINT (-0.2801268471392566 39.28178947794833),39.28178947794833,-0.2801268471392566,16:12:07
2207.0,46770.0,FTE 257,0,Carrera del Riu (parell) - Rotonda Autovia (2207),"24,25",  El Palmar - 5 min.   El Perelló - 37 min.,"{""coordinates"": [-0.3421937989057035, 39.430805019861396], ""type"": ""Point""}","39.430805019861396, -0.3421937989057035",POINT (-0.3421937989057035 39.4308050198614),39.430805019861396,-0.3421937989057035,16:12:07
2343.0,22470.0,87 (DAVANT),0,Vicent Marco Miranda - Lluís Alcanyís (2343),6,  Torrefiel - 5 min.   Torrefiel - 16 min.,"{""coordinates"": [-0.3737898453544708, 39.44797660146613], ""type"": ""Point""}","39.44797660146613, -0.3737898453544708",POINT (-0.3737898453544708 39.44797660146613),39.44797660146613,-0.3737898453544708,16:12:07
2100.0,73920.0,133 CARRIL BUS (DAVANT),0,Tres Creus (parell) - Campos Crespo (2100),99,  La Malva-rosa - 2 min.   La Malva-rosa - 12 min.,"{""coordinates"": [-0.3991533722362428, 39.452784331289166], ""type"": ""Point""}","39.452784331289166, -0.3991533722362428",POINT (-0.3991533722362428 39.45278433128917),39.452784331289166,-0.3991533722362428,16:12:07
2303.0,31350.0,2 (DAVANT),0,Andreu Alfaro - Louis Braille (2303),"12,28,N10",  Est.del Nord - 4 min.   Pl. America - 8 min.   Est.del Nord - 13 min.   Pl. America - 26 min.,"{""coordinates"": [-0.3949398474370588, 39.49751250712938], ""type"": ""Point""}","39.49751250712938, -0.3949398474370588",POINT (-0.3949398474370588 39.49751250712938),39.49751250712938,-0.3949398474370588,16:12:07
663.0,,23,0,el Tremolar - Crist del Refugi (663),14,  Cast/F.Alcedo - 12 min.   Cast/F.Alcedo - 41 min.,"{""coordinates"": [-0.3611437611019245, 39.42362186950453], ""type"": ""Point""}","39.42362186950453, -0.3611437611019245",POINT (-0.3611437611019245 39.42362186950453),39.42362186950453,-0.3611437611019245,16:12:07
1055.0,81310.0,34,0,Aragó - Ernest Ferrer (1055),"10,12,79,93,N1",  C.Art.Faller - 2 min.   Benimaclet - 4 min.   Pass. Marítim - 5 min.   Av. Arago - 7 min.   Pass. Marítim - 12 min.   C.Art.Faller - 18 min.   Benimaclet - 18 min.   Av. Arago - 18 min.,"{""coordinates"": [-0.35689335893128427, 39.4728157944994], ""type"": ""Point""}","39.4728157944994, -0.35689335893128427",POINT (-0.3568933589312843 39.4728157944994),39.4728157944994,-0.35689335893128427,16:12:07
2250.0,52350.0,2,0,Porta de la Mar (2250),"10,13,4,94,95,N8",  Fta. S.Lluís - Próximo   Natzaret - 2 min.   Av. França - 6 min.   La Marina - 8 min.   Natzaret - 11 min.   Benimaclet - 13 min.   Fta. S.Lluís - 15 min.   Av. França - 23 min.   La Marina - 24 min.   Benimaclet - 24 min.,"{""coordinates"": [-0.36774638868634496, 39.47167472901249], ""type"": ""Point""}","39.47167472901249, -0.36774638868634496",POINT (-0.367746388686345 39.47167472901249),39.47167472901249,-0.36774638868634496,16:12:07
2253.0,46140.0,6,0,Porta de la Mar (2253),"13,8",  Hosp. La Fe - 5 min.   Hosp. La Fe - 17 min.,"{""coordinates"": [-0.3683482439350574, 39.472403747576045], ""type"": ""Point""}","39.472403747576045, -0.3683482439350574",POINT (-0.3683482439350574 39.47240374757605),39.472403747576045,-0.3683482439350574,16:12:07
2256.0,55320.0,1 (DAVANT),0,Palau de Justícia (2256),"4,C1",  Cntr.Històric - 9 min.   Cntr.Històric - 14 min.   Poeta Querol - 14 min.   Poeta Querol - 18 min.,"{""coordinates"": [-0.3694265891111468, 39.47220336642919], ""type"": ""Point""}","39.47220336642919, -0.3694265891111468",POINT (-0.3694265891111468 39.47220336642919),39.47220336642919,-0.3694265891111468,16:12:07
2258.0,19350.0,84 (DAVANT),0,Colón - Porta de la Mar (2258),"10,28,32,8,81,N1,N10,N2,N8",  Sant Marcel.li - 4 min.   Est.del Nord - 6 min.   Est.del Nord - 7 min.   Hosp. La Fe - 8 min.   Est.del Nord - 10 min.   Est.del Nord - 15 min.   Sant Marcel.li - 17 min.   Est.del Nord - 17 min.   Est.del Nord - 17 min.   Hosp. La Fe - 20 min.,"{""coordinates"": [-0.3691971220085118, 39.47146724406039], ""type"": ""Point""}","39.47146724406039, -0.3691971220085118",POINT (-0.3691971220085118 39.47146724406039),39.47146724406039,-0.3691971220085118,16:12:07
