Id. Parada,Cod. Via / Cod. Vía,Num. Portal,Suprimida,Denominació / Denominación,Línies / Líneas,Proximas_llegadas,geo_shape,geo_point_2d,geometry,latitud,longitud,hora_descarga
1937.0,81172.0,28,0,Arquitecte Segura de Lago - Dr. Rafael Bartual (1937),"72,73,N5",  Sant Isidre - 4 min.   Sant Isidre - 9 min.   Sant Isidre - 14 min.   Sant Isidre - 22 min.,"{""coordinates"": [-0.40308755647828237, 39.4535227230909], ""type"": ""Point""}","39.4535227230909, -0.40308755647828237",POINT (-0.4030875564782824 39.4535227230909),39.4535227230909,-0.40308755647828237,16:12:07
1949.0,42340.0,4 DUP,0,Tarongers - Facultat de Magisteri (1949),18,  Hosp. Dr.Peset - 10 min.   Hosp. Dr.Peset - 25 min.,"{""coordinates"": [-0.34599939834394794, 39.47981689713002], ""type"": ""Point""}","39.47981689713002, -0.34599939834394794",POINT (-0.3459993983439479 39.47981689713002),39.47981689713002,-0.34599939834394794,16:12:07
1951.0,81456.0,17 ACC (DAVANT),0,Pere II El Cerimonios - Vicente Beltrán Grimalt (1951),35,  Est.del Nord - 10 min.   Est.del Nord - 24 min.,"{""coordinates"": [-0.347192148340816, 39.462558899092706], ""type"": ""Point""}","39.462558899092706, -0.347192148340816",POINT (-0.347192148340816 39.46255889909271),39.462558899092706,-0.347192148340816,16:12:07
1806.0,14470.0,1,0,Molinell (imparell) - Alboraia (1806),"98,N10",  Av. Cid - 16 min.   Av. Cid - 34 min.,"{""coordinates"": [-0.3700428613032802, 39.48520324342893], ""type"": ""Point""}","39.48520324342893, -0.3700428613032802",POINT (-0.3700428613032802 39.48520324342893),39.48520324342893,-0.3700428613032802,16:12:07
1865.0,57300.0,131 (DAVANT),0,Pérez Galdós - Sant Josep de la Muntanya (1865),"67,N4",  Nou Campanar - 14 min.   Nou Campanar - 33 min.,"{""coordinates"": [-0.39488896506346793, 39.473994685702266], ""type"": ""Point""}","39.473994685702266, -0.39488896506346793",POINT (-0.3948889650634679 39.47399468570227),39.473994685702266,-0.39488896506346793,16:12:07
1994.0,81628.0,S/N (GASOLINERA),0,Bulevard Sud - Ausiàs March (1994),"99,N7",  La Malva-rosa - 13 min.   La Malva-rosa - 22 min.,"{""coordinates"": [-0.3695400495579194, 39.44559227697989], ""type"": ""Point""}","39.44559227697989, -0.3695400495579194",POINT (-0.3695400495579194 39.44559227697989),39.44559227697989,-0.3695400495579194,16:12:07
2008.0,54810.0,22,0,Pare Esteban Pernet  - Centre Comercial (2008),71,  la Llum - 8 min.   la Llum - 22 min.,"{""coordinates"": [-0.41286514104078, 39.46706816175477], ""type"": ""Point""}","39.46706816175477, -0.41286514104078",POINT (-0.41286514104078 39.46706816175477),39.46706816175477,-0.41286514104078,16:12:07
2064.0,81637.0,2-B,0,Terrateig - Jorge Comín (2064),67,  Nou Campanar - 5 min.   Nou Campanar - 21 min.,"{""coordinates"": [-0.40354927202647156, 39.481090336937136], ""type"": ""Point""}","39.481090336937136, -0.40354927202647156",POINT (-0.4035492720264716 39.48109033693714),39.481090336937136,-0.40354927202647156,16:12:07
2067.0,74730.0,43,0,Vall de la Ballestera - Eduardo Soler i Pérez (2067),67,  Est.del Nord - Próximo   Est.del Nord - 23 min.,"{""coordinates"": [-0.39907585954838853, 39.47859792508317], ""type"": ""Point""}","39.47859792508317, -0.39907585954838853",POINT (-0.3990758595483885 39.47859792508317),39.47859792508317,-0.39907585954838853,16:12:07
2105.0,,S/N,0,Moncada - Alfara (2105),26,  Pta.de la mar - 23 min.   Pta.de la mar - 43 min.,"{""coordinates"": [-0.3877709702266676, 39.54278297921955], ""type"": ""Point""}","39.54278297921955, -0.3877709702266676",POINT (-0.3877709702266676 39.54278297921955),39.54278297921955,-0.3877709702266676,16:12:07
2122.0,40890.0,89 (DAVANT),0,Parc de Natzaret (2122),"30,4",  Natzaret - Próximo   Natzaret - 16 min.   Natzaret - 24 min.,"{""coordinates"": [-0.33328721280162654, 39.44458966947652], ""type"": ""Point""}","39.44458966947652, -0.33328721280162654",POINT (-0.3332872128016265 39.44458966947652),39.44458966947652,-0.33328721280162654,16:12:07
2231.0,1440.0,24-26,0,Centre d'especialitats Ricard Trénor  (2231),"11,N10",  Els Orriols - 8 min.   Els Orriols - 17 min.,"{""coordinates"": [-0.3705717018844134, 39.48185718248969], ""type"": ""Point""}","39.48185718248969, -0.3705717018844134",POINT (-0.3705717018844134 39.48185718248969),39.48185718248969,-0.3705717018844134,16:12:07
2234.0,2790.0,16ACC (DAV),0,Almassora - Pintor Vilar (2234),11,  Patraix - 5 min.   Patraix - 18 min.,"{""coordinates"": [-0.3726952078369107, 39.48286109940063], ""type"": ""Point""}","39.48286109940063, -0.3726952078369107",POINT (-0.3726952078369107 39.48286109940063),39.48286109940063,-0.3726952078369107,16:12:07
2315.0,65250.0,30,0,Roger de Llòria - Colón (2315),40,  Universitats - 11 min.   Universitats - 25 min.,"{""coordinates"": [-0.37259575211011514, 39.46913251637978], ""type"": ""Point""}","39.46913251637978, -0.37259575211011514",POINT (-0.3725957521101151 39.46913251637978),39.46913251637978,-0.37259575211011514,16:12:07
2295.0,33480.0,SN,0,Amado Granell Mesado (parell) - Antonio Ferrandis (2295),14,  Castellar - Próximo   Castellar - 17 min.,"{""coordinates"": [-0.35920142965635643, 39.45064884159421], ""type"": ""Point""}","39.45064884159421, -0.35920142965635643",POINT (-0.3592014296563564 39.45064884159421),39.45064884159421,-0.35920142965635643,16:12:07
2312.0,68820.0,REIXA INSTITUT,0,Estació del Nord - Sant Pau (2312),"62,67,73,9,N3,N7",  Est.del Nord - Próximo   Sant Isidre - Próximo   Forn d'Alcedo - Próximo   Benimàmet - 2 min.   Els Orriols - 3 min.   Forn d'Alcedo - 10 min.   Fta. S.Lluis - 12 min.   Sant Isidre - 15 min.   Benimàmet - 15 min.   Est.del Nord - 16 min.   Els Orriols - 17 min.   Fta. S.Lluis - 27 min.,"{""coordinates"": [-0.3778266392067869, 39.468393565184314], ""type"": ""Point""}","39.468393565184314, -0.3778266392067869",POINT (-0.3778266392067869 39.46839356518431),39.468393565184314,-0.3778266392067869,16:12:07
2301.0,33240.0,1,0,Félix del Río - Camí de Montcada (2301),60,  Torrefiel - 7 min.   Torrefiel - 19 min.,"{""coordinates"": [-0.37947477999329565, 39.49198776163449], ""type"": ""Point""}","39.49198776163449, -0.37947477999329565",POINT (-0.3794747799932957 39.49198776163449),39.49198776163449,-0.37947477999329565,16:12:07
2338.0,,49,0,País Valencià - València (2338),9,  Forn d'Alcedo - 3 min.   Forn d'Alcedo - 13 min.,"{""coordinates"": [-0.3814167408394351, 39.42642679040525], ""type"": ""Point""}","39.42642679040525, -0.3814167408394351",POINT (-0.3814167408394351 39.42642679040525),39.42642679040525,-0.3814167408394351,16:12:07
2340.0,,83 (DAVANT),0,País Valencià - Pintor Sorolla (2340),9,  Est.del Nord - 2 min.   Est.del Nord - 11 min.,"{""coordinates"": [-0.38477011143400464, 39.427966203019466], ""type"": ""Point""}","39.427966203019466, -0.38477011143400464",POINT (-0.3847701114340046 39.42796620301947),39.427966203019466,-0.38477011143400464,16:12:07
2341.0,56250.0,9 (DAVANT),0,Passeig Marítim - Mediterrània (2341),32,  Pass. Marítim - Próximo   Pass. Marítim - 15 min.,"{""coordinates"": [-0.32457598427002543, 39.46830732255087], ""type"": ""Point""}","39.46830732255087, -0.32457598427002543",POINT (-0.3245759842700254 39.46830732255087),39.46830732255087,-0.32457598427002543,16:12:07
1140.0,49500.0,341,0,Camí de Montcada - Gasolinera (1140),26,  Pta.de la mar - 10 min.   Pta.de la mar - 43 min.,"{""coordinates"": [-0.3864642654513256, 39.5122945733796], ""type"": ""Point""}","39.5122945733796, -0.3864642654513256",POINT (-0.3864642654513256 39.5122945733796),39.5122945733796,-0.3864642654513256,16:12:07
1152.0,49500.0,341 (DAVANT),0,Camí de Montcada - Camí Alqueria de Marquet (1152),26,  Moncada - 15 min.   Moncada - 40 min.,"{""coordinates"": [-0.38633082134124713, 39.5122017270186], ""type"": ""Point""}","39.5122017270186, -0.38633082134124713",POINT (-0.3863308213412471 39.5122017270186),39.5122017270186,-0.38633082134124713,16:12:07
1162.0,990215.0,FINAL PASSEIG,0,Passeig Marítim - Mendizábal (1162),32,  Est.del Nord - 4 min.   Est.del Nord - 15 min.,"{""coordinates"": [-0.3252024019888047, 39.48355244046615], ""type"": ""Point""}","39.48355244046615, -0.3252024019888047",POINT (-0.3252024019888047 39.48355244046615),39.48355244046615,-0.3252024019888047,16:12:07
1177.0,73920.0,CANTÓ T.FORQUES (CARRIL BUS),0,Tres Creus - Tres Forques (1177),99,  La Malva-rosa - 7 min.   La Malva-rosa - 19 min.,"{""coordinates"": [-0.40546988921610605, 39.462802876516236], ""type"": ""Point""}","39.462802876516236, -0.40546988921610605",POINT (-0.405469889216106 39.46280287651624),39.462802876516236,-0.40546988921610605,16:12:07
1319.0,81575.0,P.CONGRESSOS (PAR),0,Corts Valencianes - Palau de Congressos (1319),"62,63,99,N3",  Benimàmet - 9 min.   P. Congressos - 13 min.   Benimàmet - 19 min.   C. Burjassot - 21 min.   P. Congressos - 22 min.   C. Burjassot - 47 min.,"{""coordinates"": [-0.40181811153762703, 39.494183850192464], ""type"": ""Point""}","39.494183850192464, -0.40181811153762703",POINT (-0.401818111537627 39.49418385019246),39.494183850192464,-0.40181811153762703,16:12:07
387.0,,DAVANT HOTEL,0,Polvorí - Sinarques (387),62,  Benimàmet - 7 min.   Benimàmet - 21 min.,"{""coordinates"": [-0.42522663676222255, 39.500991787797524], ""type"": ""Point""}","39.500991787797524, -0.42522663676222255",POINT (-0.4252266367622226 39.50099178779752),39.500991787797524,-0.42522663676222255,16:12:07
7.0,24300.0,PORTA PPAL.,0,Edifici del Rellotge (7),"19,92,95,N9",  La Malva-rosa - Próximo   La Malva-rosa - 11 min.   La Malva-rosa - 11 min.   La Marina - 15 min.   La Marina - 17 min.   La Malva-rosa - 28 min.,"{""coordinates"": [-0.3324961026053938, 39.46035702072443], ""type"": ""Point""}","39.46035702072443, -0.3324961026053938",POINT (-0.3324961026053938 39.46035702072443),39.46035702072443,-0.3324961026053938,16:12:07
1587.0,2910.0,3,0,Marina de València (1587),"19,92",  Campanar - 11 min.   Est.del Nord - 14 min.   Campanar - 21 min.   Est.del Nord - 23 min.,"{""coordinates"": [-0.3294739656056153, 39.46378658245906], ""type"": ""Point""}","39.46378658245906, -0.3294739656056153",POINT (-0.3294739656056153 39.46378658245906),39.46378658245906,-0.3294739656056153,16:12:07
250.0,62610.0,360,0,Constitució (parell) - Tavernes Blanques (250),"16,N2",  Vinalesa - 4 min.   Vinalesa - 10 min.,"{""coordinates"": [-0.36780207454484715, 39.50420124851776], ""type"": ""Point""}","39.50420124851776, -0.36780207454484715",POINT (-0.3678020745448471 39.50420124851776),39.50420124851776,-0.36780207454484715,16:12:07
136.0,70620.0,59,0,Sants Just i Pastor - Lleons (136),32,  Est.del Nord - 2 min.   Est.del Nord - 14 min.,"{""coordinates"": [-0.34799795800167294, 39.46975163452432], ""type"": ""Point""}","39.46975163452432, -0.34799795800167294",POINT (-0.3479979580016729 39.46975163452432),39.46975163452432,-0.34799795800167294,16:12:07
154.0,900.0,37 (BARDISSA LATERAL),0,Blasco Ibáñez - Rubén Darío (154),"30,31,71,81,89,N1",  la Llum - Próximo   Est.del Nord - 7 min.   Poeta Querol - 8 min.   La Fe - 12 min.   la Llum - 13 min.   Poeta Querol - 18 min.   La Fe - 18 min.   Est.del Nord - 21 min.   Hosp. Clinic - 25 min.,"{""coordinates"": [-0.3539115521832035, 39.475908821952615], ""type"": ""Point""}","39.475908821952615, -0.3539115521832035",POINT (-0.3539115521832035 39.47590882195261),39.475908821952615,-0.3539115521832035,16:12:07
178.0,26820.0,40,0,Emili Baró - Manuel Castellanos (178),"12,70",  Alboraia - 8 min.   C.Art.Faller - 13 min.   Alboraia - 22 min.   C.Art.Faller - 29 min.,"{""coordinates"": [-0.36126425691697295, 39.48670487857733], ""type"": ""Point""}","39.48670487857733, -0.36126425691697295",POINT (-0.3612642569169729 39.48670487857733),39.48670487857733,-0.36126425691697295,16:12:07
186.0,61410.0,70,0,Primat Reig - Jaume Roig (186),"90,98",  C. Benlloch - Próximo   Est. Cabanyal - 4 min.   C. Benlloch - 7 min.   Est. Cabanyal - 20 min.,"{""coordinates"": [-0.3633803278420699, 39.48407398723863], ""type"": ""Point""}","39.48407398723863, -0.3633803278420699",POINT (-0.3633803278420699 39.48407398723863),39.48407398723863,-0.3633803278420699,16:12:07
225.0,14730.0,99,0,Cardenal Benlloch - Ciutat de Mula (225),"18,90",  C. Benlloch - Próximo   C. Benlloch - 10 min.   Hosp. Dr.Peset - 14 min.   Hosp. Dr.Peset - 29 min.,"{""coordinates"": [-0.35315890133992645, 39.47432558037473], ""type"": ""Point""}","39.47432558037473, -0.35315890133992645",POINT (-0.3531589013399264 39.47432558037473),39.47432558037473,-0.35315890133992645,16:12:07
231.0,26190.0,31,0,Eduard Boscà - Balears (231),"18,89",  La Fe - 4 min.   Universitats - 9 min.   La Fe - 11 min.   Universitats - 26 min.,"{""coordinates"": [-0.35772845387797686, 39.46429795476555], ""type"": ""Point""}","39.46429795476555, -0.35772845387797686",POINT (-0.3577284538779769 39.46429795476555),39.46429795476555,-0.35772845387797686,16:12:07
1330.0,21870.0,4,0,Florista (1330),28,  Est.del Nord - 7 min.   Est.del Nord - 16 min.,"{""coordinates"": [-0.39743263129890005, 39.495574489483765], ""type"": ""Point""}","39.495574489483765, -0.39743263129890005",POINT (-0.3974326312989001 39.49557448948377),39.495574489483765,-0.39743263129890005,16:12:07
1363.0,38670.0,100 (DAVANT),0,Regne de València (imparell) - Alcalde Reig (1363),40,  Est.del Nord - 4 min.   Est.del Nord - 18 min.,"{""coordinates"": [-0.36117927817648254, 39.462427716848396], ""type"": ""Point""}","39.462427716848396, -0.36117927817648254",POINT (-0.3611792781764825 39.4624277168484),39.462427716848396,-0.36117927817648254,16:12:07
242.0,53640.0,105,0,Dr. Peset Aleixandre - Guardacostes (242),"60,64,90",  Torrefiel - 4 min.   C. Benlloch - 5 min.   C. Benlloch - 6 min.   Benicalap - 13 min.   Torrefiel - 15 min.   Benicalap - 25 min.,"{""coordinates"": [-0.3829222819940433, 39.48998211816957], ""type"": ""Point""}","39.48998211816957, -0.3829222819940433",POINT (-0.3829222819940433 39.48998211816957),39.48998211816957,-0.3829222819940433,16:12:07
280.0,49500.0,92,0,Camí de Montcada (parell) - Cambrils (280),26,  Moncada - 9 min.   Moncada - 35 min.,"{""coordinates"": [-0.38015074417768174, 39.4946989253522], ""type"": ""Point""}","39.4946989253522, -0.38015074417768174",POINT (-0.3801507441776817 39.4946989253522),39.4946989253522,-0.38015074417768174,16:12:07
284.0,49500.0,260,0,Camí de Montcada - Casa d'Àngel (284),26,  Moncada - 14 min.   Moncada - 39 min.,"{""coordinates"": [-0.38396921301397063, 39.506847919125384], ""type"": ""Point""}","39.506847919125384, -0.38396921301397063",POINT (-0.3839692130139706 39.50684791912538),39.506847919125384,-0.38396921301397063,16:12:07
303.0,49500.0,181,0,Camí de Montcada - Ctra. Carpesa (303),26,  Pta.de la mar - 13 min.   Pta.de la mar - 45 min.,"{""coordinates"": [-0.38264649176434967, 39.50273142014839], ""type"": ""Point""}","39.50273142014839, -0.38264649176434967",POINT (-0.3826464917643497 39.50273142014839),39.50273142014839,-0.38264649176434967,16:12:07
64.0,74730.0,1,0,Vall de la Ballestera - Campanar (64),"98,99",  Est. Cabanyal - 3 min.   P. Congressos - 5 min.   P. Congressos - 15 min.   Est. Cabanyal - 18 min.,"{""coordinates"": [-0.393545512567508, 39.48091290492269], ""type"": ""Point""}","39.48091290492269, -0.393545512567508",POINT (-0.393545512567508 39.48091290492269),39.48091290492269,-0.393545512567508,16:12:07
70.0,55710.0,58 (DAVANT),0,Poliesportiu Natzaret - Moraira (70),"30,4,95,N8",  Hosp. Clinic - Próximo   Poeta Querol - 6 min.   La Marina - 11 min.   La Marina - 13 min.   Poeta Querol - 16 min.   Hosp. Clinic - 40 min.,"{""coordinates"": [-0.33242877535322085, 39.45055909542334], ""type"": ""Point""}","39.45055909542334, -0.33242877535322085",POINT (-0.3324287753532209 39.45055909542334),39.45055909542334,-0.33242877535322085,16:12:07
1417.0,81384.0,3,0,Inst. Obrer de Val. (imparell) - Amado Granell Mesado (1417),"13,35,N9",  Est.del Nord - 11 min.   Fta. S.Lluís - 12 min.   Est.del Nord - 22 min.   Fta. S.Lluís - 26 min.,"{""coordinates"": [-0.36071520920458994, 39.45457962167039], ""type"": ""Point""}","39.45457962167039, -0.36071520920458994",POINT (-0.3607152092045899 39.45457962167039),39.45457962167039,-0.36071520920458994,16:12:07
1422.0,56340.0,47,0,Petxina - Pérez Galdos (1422),95,  La Marina - 7 min.   La Marina - 19 min.,"{""coordinates"": [-0.39675385859092016, 39.474647788340086], ""type"": ""Point""}","39.474647788340086, -0.39675385859092016",POINT (-0.3967538585909202 39.47464778834009),39.474647788340086,-0.39675385859092016,16:12:07
1430.0,58710.0,31,0,Albereda - Illes Canàries (1430),"4,92,94,N8",  Poeta Querol - 10 min.   Campanar - 10 min.   Poeta Querol - 14 min.   Campanar - 15 min.   Campanar - 27 min.   Campanar - 28 min.,"{""coordinates"": [-0.3604474562139681, 39.46788511246925], ""type"": ""Point""}","39.46788511246925, -0.3604474562139681",POINT (-0.3604474562139681 39.46788511246925),39.46788511246925,-0.3604474562139681,16:12:07
290.0,,103,0,Carpesa (290),26,  Moncada - 4 min.   Pta.de la mar - 5 min.   Moncada - 21 min.   Pta.de la mar - 37 min.,"{""coordinates"": [-0.3773143752871361, 39.515098993531204], ""type"": ""Point""}","39.515098993531204, -0.3773143752871361",POINT (-0.3773143752871361 39.5150989935312),39.515098993531204,-0.3773143752871361,16:12:07
696.0,30000.0,85,0,Túria (696),"60,62,64,79,92,N3",  Av. Arago - Próximo   Est.del Nord - 6 min.   Est.del Nord - 6 min.   Hosp. La Fe - 8 min.   La Malva-rosa - 11 min.   Av. Arago - 14 min.   Est.del Nord - 14 min.   Hosp. La Fe - 16 min.   Est.del Nord - 16 min.   La Malva-rosa - 22 min.,"{""coordinates"": [-0.3900978443496681, 39.47699300557139], ""type"": ""Point""}","39.47699300557139, -0.3900978443496681",POINT (-0.3900978443496681 39.47699300557139),39.47699300557139,-0.3900978443496681,16:12:07
749.0,62010.0,134,0,Quart - Terol (749),73,  Sant Isidre - Próximo   Sant Isidre - 15 min.,"{""coordinates"": [-0.39128027130327875, 39.47461197811272], ""type"": ""Point""}","39.47461197811272, -0.39128027130327875",POINT (-0.3912802713032787 39.47461197811272),39.47461197811272,-0.39128027130327875,16:12:07
627.0,31920.0,70,0,Fonteta Sant Lluís - Bèrnia (627),7,  Fta. S.Lluis - 10 min.   Fta. S.Lluis - 23 min.,"{""coordinates"": [-0.37162165655642027, 39.45396312664135], ""type"": ""Point""}","39.45396312664135, -0.37162165655642027",POINT (-0.3716216565564203 39.45396312664135),39.45396312664135,-0.37162165655642027,16:12:07
530.0,73950.0,99 (ACCÉS),0,Tres Forques - Mare de Déu de la Cabeça (530),"71,N5",  Universitats - 3 min.   Universitats - 19 min.,"{""coordinates"": [-0.3998469363943848, 39.46368117339872], ""type"": ""Point""}","39.46368117339872, -0.3998469363943848",POINT (-0.3998469363943848 39.46368117339872),39.46368117339872,-0.3998469363943848,16:12:07
532.0,73950.0,33,0,Tres Forques - Churat i Saurí (532),71,  Universitats - 6 min.   Universitats - 22 min.,"{""coordinates"": [-0.3919199326488302, 39.46400204524694], ""type"": ""Point""}","39.46400204524694, -0.3919199326488302",POINT (-0.3919199326488302 39.46400204524694),39.46400204524694,-0.3919199326488302,16:12:07
598.0,57630.0,84,0,Peris i Valero - Sapadors (598),89,  Ed. Bosca - 2 min.   Ed. Bosca - 7 min.,"{""coordinates"": [-0.3707485893765573, 39.458888583158206], ""type"": ""Point""}","39.458888583158206, -0.3707485893765573",POINT (-0.3707485893765573 39.45888858315821),39.458888583158206,-0.3707485893765573,16:12:07
9.0,24360.0,38,0,Dr. Lluch - Vicent Gallart (9),"19,92,N9",  La Malva-rosa - 3 min.   La Malva-rosa - 14 min.   La Malva-rosa - 15 min.   La Malva-rosa - 32 min.,"{""coordinates"": [-0.32848401723716, 39.46562731388932], ""type"": ""Point""}","39.46562731388932, -0.32848401723716",POINT (-0.32848401723716 39.46562731388932),39.46562731388932,-0.32848401723716,16:12:07
16.0,17820.0,94,0,Cavite - Vicent la Roda (16),"19,31,N1",  La Patacona - Próximo   La Malva-rosa - Próximo   La Malva-rosa - 11 min.   La Patacona - 13 min.,"{""coordinates"": [-0.3266646838466293, 39.479115616941954], ""type"": ""Point""}","39.479115616941954, -0.3266646838466293",POINT (-0.3266646838466293 39.47911561694195),39.479115616941954,-0.3266646838466293,16:12:07
24.0,44550.0,57,0,la Malva-rosa - Sant Rafael (24),"19,31,92,N1",  Poeta Querol - 3 min.   Campanar - 3 min.   Est.del Nord - 6 min.   Campanar - 13 min.   Poeta Querol - 15 min.   Est.del Nord - 15 min.,"{""coordinates"": [-0.32814842442332903, 39.47911786974092], ""type"": ""Point""}","39.47911786974092, -0.32814842442332903",POINT (-0.328148424423329 39.47911786974092),39.47911786974092,-0.32814842442332903,16:12:07
45.0,58530.0,30,0,Pintor Ferrandis - Josep Benlliure (45),"31,N1",  La Patacona - 7 min.   La Patacona - 19 min.,"{""coordinates"": [-0.32957534251672244, 39.471948384053576], ""type"": ""Point""}","39.471948384053576, -0.32957534251672244",POINT (-0.3295753425167224 39.47194838405358),39.471948384053576,-0.32957534251672244,16:12:07
1442.0,25080.0,43 (CARRIL BUS),0,Dr. Tomàs Sala (imparell) - Sant Vicent Màrtir (1442),"18,9,99,N6",  P. Congressos - 2 min.   Est.del Nord - 3 min.   P. Congressos - 8 min.   Hosp. Dr.Peset - 9 min.   Est.del Nord - 12 min.   Hosp. Dr.Peset - 22 min.,"{""coordinates"": [-0.3872770335861917, 39.44692260835913], ""type"": ""Point""}","39.44692260835913, -0.3872770335861917",POINT (-0.3872770335861917 39.44692260835913),39.44692260835913,-0.3872770335861917,16:12:07
1490.0,42340.0,S/N,0,Tarongers - Junt Entrada Universitats (1490),"93,98",  Av. Cid - 3 min.   Av. Cid - 6 min.   Av. Cid - 11 min.   Av. Cid - 24 min.,"{""coordinates"": [-0.3475409869723189, 39.48082277939169], ""type"": ""Point""}","39.48082277939169, -0.3475409869723189",POINT (-0.3475409869723189 39.48082277939169),39.48082277939169,-0.3475409869723189,16:12:07
1537.0,58710.0,s/n,0,Parc Gulliver  (1537),"19,94",  La Malva-rosa - 6 min.   Av. França - 13 min.   La Malva-rosa - 16 min.   Av. França - 30 min.,"{""coordinates"": [-0.35879300916703183, 39.46318627266343], ""type"": ""Point""}","39.46318627266343, -0.35879300916703183",POINT (-0.3587930091670318 39.46318627266343),39.46318627266343,-0.35879300916703183,16:12:07
1552.0,45810.0,30,0,Marí Blas de Lezo - Felip Gauna (1552),"31,98,99,N1",  La Patacona - 5 min.   La Malva-rosa - 6 min.   La Patacona - 16 min.   Av. Cid - 16 min.   La Malva-rosa - 17 min.   Av. Cid - 31 min.,"{""coordinates"": [-0.3340077005111219, 39.47225120271202], ""type"": ""Point""}","39.47225120271202, -0.3340077005111219",POINT (-0.3340077005111219 39.47225120271202),39.47225120271202,-0.3340077005111219,16:12:07
331.0,12540.0,56,0,Bombas Gens (331),"28,94,N10",  C.Art.Faller - 3 min.   C.Art.Faller - 11 min.   Campanar - 11 min.   Campanar - 28 min.,"{""coordinates"": [-0.38562989681110177, 39.48548516355135], ""type"": ""Point""}","39.48548516355135, -0.38562989681110177",POINT (-0.3856298968111018 39.48548516355135),39.48548516355135,-0.38562989681110177,16:12:07
333.0,12540.0,114,0,Burjassot - Dr. Peset Aleixandre (333),"28,94,N10",  C.Art.Faller - 5 min.   C.Art.Faller - 12 min.   Campanar - 13 min.   Campanar - 29 min.,"{""coordinates"": [-0.3890689091090323, 39.48833469992052], ""type"": ""Point""}","39.48833469992052, -0.3890689091090323",POINT (-0.3890689091090323 39.48833469992052),39.48833469992052,-0.3890689091090323,16:12:07
339.0,59610.0,59,0,la Plata - Sapadors (339),"18,6",  Hosp. La Fe - 7 min.   Hosp. Dr.Peset - 10 min.   Hosp. La Fe - 14 min.   Hosp. Dr.Peset - 29 min.,"{""coordinates"": [-0.3657443125431373, 39.45584425932465], ""type"": ""Point""}","39.45584425932465, -0.3657443125431373",POINT (-0.3657443125431373 39.45584425932465),39.45584425932465,-0.3657443125431373,16:12:07
341.0,21660.0,1 FGV,0,Pont de Fusta (341),"16,26,6,79,94,95",  Campanar - 6 min.   Tres Creus - 6 min.   Torrefiel - 8 min.   Est. Autobusos - 9 min.   Vinalesa - 11 min.   Tres Creus - 12 min.   Torrefiel - 15 min.   Vinalesa - 17 min.   Est. Autobusos - 20 min.   Campanar - 23 min.   Moncada - 24 min.   Est.Autobusos - 37 min.   Moncada - 47 min.,"{""coordinates"": [-0.37401109059047366, 39.4809077774229], ""type"": ""Point""}","39.4809077774229, -0.37401109059047366",POINT (-0.3740110905904737 39.4809077774229),39.4809077774229,-0.37401109059047366,16:12:07
367.0,2400.0,102,0,Campanar - Joan Pau II (367),89,  Ed. Bosca - 4 min.   Ed. Bosca - 10 min.,"{""coordinates"": [-0.3937953224402587, 39.48003460861822], ""type"": ""Point""}","39.48003460861822, -0.3937953224402587",POINT (-0.3937953224402587 39.48003460861822),39.48003460861822,-0.3937953224402587,16:12:07
372.0,59490.0,28,0,Pius XII - Campanar (372),"62,63,64,92,99,N3",  Campanar - Próximo   Benimàmet - 5 min.   Benicalap - 6 min.   Campanar - 7 min.   P. Congressos - 8 min.   Benimàmet - 15 min.   C. Burjassot - 17 min.   Benicalap - 17 min.   P. Congressos - 17 min.   C. Burjassot - 43 min.,"{""coordinates"": [-0.39328386658874426, 39.482233591707285], ""type"": ""Point""}","39.482233591707285, -0.39328386658874426",POINT (-0.3932838665887443 39.48223359170728),39.482233591707285,-0.39328386658874426,16:12:07
419.0,44850.0,1,0,Manuel de Falla - Mestre Rodrigo (419),"67,95",  Nou Campanar - Próximo   Tres Creus - 16 min.   Nou Campanar - 16 min.   Tres Creus - 21 min.,"{""coordinates"": [-0.39780872499083714, 39.47632291104864], ""type"": ""Point""}","39.47632291104864, -0.39780872499083714",POINT (-0.3978087249908371 39.47632291104864),39.47632291104864,-0.39780872499083714,16:12:07
473.0,12180.0,71,0,Brasil - Velàzquez (473),73,  Est.del Nord - 5 min.   Est.del Nord - 16 min.,"{""coordinates"": [-0.4006458202088345, 39.47246202669662], ""type"": ""Point""}","39.47246202669662, -0.4006458202088345",POINT (-0.4006458202088345 39.47246202669662),39.47246202669662,-0.4006458202088345,16:12:07
657.0,31740.0,54,0,Font d'en Corts - Levantina Alegre (657),14,  Castellar - 3 min.   Castellar - 20 min.,"{""coordinates"": [-0.3607197582904198, 39.44867925943339], ""type"": ""Point""}","39.44867925943339, -0.3607197582904198",POINT (-0.3607197582904198 39.44867925943339),39.44867925943339,-0.3607197582904198,16:12:07
659.0,31740.0,161 (DAVANT),0,Font d'en Corts (parell) - Matador d'en Corts (659),14,  Castellar - 5 min.   Castellar - 22 min.,"{""coordinates"": [-0.35601795022189014, 39.44271560423901], ""type"": ""Point""}","39.44271560423901, -0.35601795022189014",POINT (-0.3560179502218901 39.44271560423901),39.44271560423901,-0.35601795022189014,16:12:07
